,date,open,high,low,close,volume,adjclose
0,2021-07-21,278.9049987792969,280.9700012207031,277.6700134277344,280.17999267578125,11397514.0,280.17999267578125
1,2021-07-20,278.0299987792969,280.9700012207031,276.260009765625,279.32000732421875,26247500.0,279.32000732421875
2,2021-07-19,278.92999267578125,280.3699951171875,274.45001220703125,277.010009765625,32935600.0,277.010009765625
3,2021-07-16,282.07000732421875,284.1000061035156,279.4599914550781,280.75,26176100.0,280.75
4,2021-07-15,282.0,282.510009765625,279.8299865722656,281.0299987792969,22604200.0,281.0299987792969
5,2021-07-14,282.3500061035156,283.6600036621094,280.54998779296875,282.510009765625,23113700.0,282.510009765625
6,2021-07-13,277.5199890136719,282.8500061035156,277.3900146484375,280.9800109863281,26120100.0,280.9800109863281
7,2021-07-12,279.1600036621094,279.7699890136719,276.5799865722656,277.32000732421875,18931700.0,277.32000732421875
8,2021-07-09,275.7200012207031,278.04998779296875,275.32000732421875,277.94000244140625,23905500.0,277.94000244140625
9,2021-07-08,276.8999938964844,278.7300109863281,274.8699951171875,277.4200134277344,24618600.0,277.4200134277344
10,2021-07-07,279.3999938964844,280.69000244140625,277.1499938964844,279.92999267578125,23260000.0,279.92999267578125
11,2021-07-06,278.0299987792969,279.3699951171875,274.29998779296875,277.6600036621094,31565600.0,277.6600036621094
12,2021-07-02,272.82000732421875,278.0,272.5,277.6499938964844,26458000.0,277.6499938964844
13,2021-07-01,269.6099853515625,271.8399963378906,269.6000061035156,271.6000061035156,16725300.0,271.6000061035156
14,2021-06-30,270.69000244140625,271.3599853515625,269.6000061035156,270.8999938964844,21656500.0,270.8999938964844
15,2021-06-29,268.8699951171875,271.6499938964844,267.9800109863281,271.3999938964844,19937800.0,271.3999938964844
16,2021-06-28,266.19000244140625,268.8999938964844,265.9100036621094,268.7200012207031,19590000.0,268.7200012207031
17,2021-06-25,266.2300109863281,267.25,264.760009765625,265.0199890136719,25611100.0,265.0199890136719
18,2021-06-24,266.1600036621094,267.8500061035156,265.4700012207031,266.69000244140625,21446900.0,266.69000244140625
19,2021-06-23,265.989990234375,266.8299865722656,264.42999267578125,265.2699890136719,19518700.0,265.2699890136719
20,2021-06-22,262.7200012207031,265.7900085449219,262.3999938964844,265.510009765625,24694100.0,265.510009765625
21,2021-06-21,259.82000732421875,263.5199890136719,257.9200134277344,262.6300048828125,26696100.0,262.6300048828125
22,2021-06-18,259.6300048828125,262.29998779296875,258.75,259.42999267578125,37202200.0,259.42999267578125
23,2021-06-17,256.07000732421875,261.75,256.010009765625,260.8999938964844,27565500.0,260.8999938964844
24,2021-06-16,259.3999938964844,260.5799865722656,254.4199981689453,257.3800048828125,27220000.0,257.3800048828125
25,2021-06-15,259.7699890136719,259.989990234375,257.67999267578125,258.3599853515625,18038900.0,258.3599853515625
26,2021-06-14,257.8999938964844,259.95001220703125,256.79998779296875,259.8900146484375,19150500.0,259.8900146484375
27,2021-06-11,257.989990234375,258.489990234375,256.6099853515625,257.8900146484375,18999700.0,257.8900146484375
28,2021-06-10,254.2899932861328,257.4599914550781,253.6699981689453,257.239990234375,24563600.0,257.239990234375
29,2021-06-09,253.80999755859375,255.52999877929688,253.2100067138672,253.58999633789062,17937600.0,253.58999633789062
30,2021-06-08,255.16000366210938,256.010009765625,252.50999450683594,252.57000732421875,22455000.0,252.57000732421875
31,2021-06-07,249.97999572753906,254.08999633789062,249.80999755859375,253.80999755859375,23079200.0,253.80999755859375
32,2021-06-04,247.75999450683594,251.64999389648438,247.50999450683594,250.7899932861328,25281100.0,250.7899932861328
33,2021-06-03,245.22000122070312,246.33999633789062,243.0,245.7100067138672,25307700.0,245.7100067138672
34,2021-06-02,248.1300048828125,249.27000427246094,245.83999633789062,247.3000030517578,19406700.0,247.3000030517578
35,2021-06-01,251.22999572753906,251.2899932861328,246.9600067138672,247.39999389648438,23213300.0,247.39999389648438
36,2021-05-28,251.0,252.0800018310547,249.55999755859375,249.67999267578125,18270200.0,249.67999267578125
37,2021-05-27,251.1699981689453,251.47999572753906,249.25,249.30999755859375,24426200.0,249.30999755859375
38,2021-05-26,251.42999267578125,252.94000244140625,250.75,251.49000549316406,17771600.0,251.49000549316406
39,2021-05-25,251.77000427246094,252.75,250.82000732421875,251.72000122070312,17704300.0,251.72000122070312
40,2021-05-24,247.7899932861328,251.16000366210938,247.50999450683594,250.77999877929688,21411500.0,250.77999877929688
41,2021-05-21,247.57000732421875,248.3300018310547,244.74000549316406,245.1699981689453,21863100.0,245.1699981689453
42,2021-05-20,243.9600067138672,247.9499969482422,243.86000061035156,246.47999572753906,21800700.0,246.47999572753906
43,2021-05-19,239.30999755859375,243.22999572753906,238.60000610351562,243.1199951171875,25739800.0,243.1199951171875
44,2021-05-19,,,,,,
45,2021-05-18,246.27000427246094,246.41000366210938,242.89999389648438,243.0800018310547,20168000.0,242.52000427246094
46,2021-05-17,246.5500030517578,246.58999633789062,243.52000427246094,245.17999267578125,24970200.0,244.6151580810547
47,2021-05-14,245.5800018310547,249.17999267578125,245.49000549316406,248.14999389648438,23901100.0,247.57830810546875
48,2021-05-13,241.8000030517578,245.60000610351562,241.4199981689453,243.02999877929688,29624300.0,242.47010803222656
49,2021-05-12,242.1699981689453,244.3800048828125,238.07000732421875,239.0,36684400.0,238.44940185546875
50,2021-05-11,244.5500030517578,246.60000610351562,242.57000732421875,246.22999572753906,33641600.0,245.66273498535156
51,2021-05-10,250.8699951171875,251.72999572753906,247.1199951171875,247.17999267578125,29299900.0,246.6105499267578
52,2021-05-07,252.14999389648438,254.3000030517578,251.1699981689453,252.4600067138672,27032900.0,251.87838745117188
53,2021-05-06,246.4499969482422,249.86000061035156,244.69000244140625,249.72999572753906,26491100.0,249.15467834472656
54,2021-05-05,249.05999755859375,249.5,245.82000732421875,246.47000122070312,21901300.0,245.90219116210938
55,2021-05-04,250.97000122070312,251.2100067138672,245.75999450683594,247.7899932861328,32756100.0,247.21914672851562
56,2021-05-03,253.39999389648438,254.35000610351562,251.1199951171875,251.86000061035156,19626600.0,251.27976989746094
57,2021-04-30,249.74000549316406,253.0800018310547,249.60000610351562,252.17999267578125,30945100.0,251.59902954101562
58,2021-04-29,255.4600067138672,256.1000061035156,249.0,252.50999450683594,40589000.0,251.9282684326172
59,2021-04-28,256.0799865722656,256.5400085449219,252.9499969482422,254.55999755859375,46903100.0,253.97354125976562
60,2021-04-27,261.5799865722656,263.19000244140625,260.1199951171875,261.9700012207031,31014200.0,261.3664855957031
61,2021-04-26,261.6600036621094,262.44000244140625,260.1700134277344,261.54998779296875,19763300.0,260.94744873046875
62,2021-04-23,257.8800048828125,261.510009765625,257.2699890136719,261.1499938964844,21462600.0,260.5483703613281
63,2021-04-22,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,25606200.0,256.5775451660156
64,2021-04-21,258.94000244140625,260.67999267578125,257.25,260.5799865722656,24030400.0,259.97967529296875
65,2021-04-20,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,19722900.0,257.6650390625
66,2021-04-19,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,23209300.0,258.1439208984375
67,2021-04-16,259.4700012207031,261.0,257.6000061035156,260.739990234375,24878600.0,260.1393127441406
68,2021-04-15,257.92999267578125,259.92999267578125,257.7300109863281,259.5,25627500.0,258.90216064453125
69,2021-04-14,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,23070900.0,255.0011749267578
70,2021-04-13,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,23837500.0,257.8945007324219
71,2021-04-12,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,27148700.0,255.32044982910156
72,2021-04-09,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,24326800.0,255.26058959960938
73,2021-04-08,252.77000427246094,254.13999938964844,252.0,253.25,23625200.0,252.66656494140625
74,2021-04-07,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,22719800.0,249.32427978515625
75,2021-04-06,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,22931900.0,247.2889862060547
76,2021-04-05,242.75999450683594,249.9600067138672,242.6999969482422,249.07000732421875,36910600.0,248.49620056152344
77,2021-04-01,238.47000122070312,242.83999633789062,238.0500030517578,242.35000610351562,30338000.0,241.79168701171875
78,2021-03-31,232.91000366210938,239.10000610351562,232.38999938964844,235.77000427246094,43623500.0,235.22683715820312
79,2021-03-30,233.52999877929688,233.85000610351562,231.10000610351562,231.85000610351562,24792000.0,231.3158721923828
80,2021-03-29,236.58999633789062,236.8000030517578,231.8800048828125,235.24000549316406,25227500.0,234.69805908203125
81,2021-03-26,231.5500030517578,236.7100067138672,231.5500030517578,236.47999572753906,25479900.0,235.93519592285156
82,2021-03-25,235.3000030517578,236.94000244140625,231.57000732421875,232.33999633789062,34061900.0,231.8047332763672
83,2021-03-24,237.85000610351562,238.0,235.32000732421875,235.4600067138672,25620100.0,234.9175567626953
84,2021-03-23,237.49000549316406,241.0500030517578,237.07000732421875,237.5800018310547,31638400.0,237.0326690673828
85,2021-03-22,230.27000427246094,236.89999389648438,230.13999938964844,235.99000549316406,30127000.0,235.4463348388672
86,2021-03-19,231.02000427246094,232.47000122070312,229.35000610351562,230.35000610351562,46430700.0,229.8193359375
87,2021-03-18,232.55999755859375,234.19000244140625,230.3300018310547,230.72000122070312,34833000.0,230.1884765625
88,2021-03-17,236.14999389648438,238.5500030517578,233.22999572753906,237.0399932861328,29562100.0,236.49391174316406
89,2021-03-16,236.27999877929688,240.05999755859375,235.94000244140625,237.7100067138672,28092200.0,237.16236877441406
90,2021-03-15,234.9600067138672,235.19000244140625,231.80999755859375,234.80999755859375,26034900.0,234.26904296875
91,2021-03-12,234.00999450683594,235.82000732421875,233.22999572753906,235.75,22653700.0,235.20687866210938
92,2021-03-11,234.9600067138672,239.1699981689453,234.30999755859375,237.1300048828125,29907600.0,236.58370971679688
93,2021-03-10,237.0,237.0,232.0399932861328,232.4199981689453,29746800.0,231.88455200195312
94,2021-03-09,232.8800048828125,235.3800048828125,231.6699981689453,233.77999877929688,33080500.0,233.24142456054688
95,2021-03-08,231.3699951171875,233.3699951171875,227.1300048828125,227.38999938964844,35267400.0,226.86614990234375
96,2021-03-05,229.52000427246094,233.27000427246094,226.4600067138672,231.60000610351562,41872800.0,231.0664520263672
97,2021-03-04,226.74000549316406,232.49000549316406,224.25999450683594,226.72999572753906,44727800.0,226.20765686035156
98,2021-03-03,232.16000366210938,233.5800018310547,227.25999450683594,227.55999755859375,34029500.0,227.03575134277344
99,2021-03-02,237.00999450683594,237.3000030517578,233.4499969482422,233.8699951171875,22812500.0,233.33120727539062
100,2021-03-01,235.89999389648438,237.47000122070312,233.14999389648438,236.94000244140625,25324000.0,236.39414978027344
101,2021-02-26,231.52999877929688,235.3699951171875,229.5399932861328,232.3800048828125,37819200.0,231.8446502685547
102,2021-02-25,232.0800018310547,234.58999633789062,227.8800048828125,228.99000549316406,39542200.0,228.46246337890625
103,2021-02-24,230.00999450683594,235.1999969482422,229.0,234.5500030517578,26339700.0,234.00965881347656
104,2021-02-23,230.3300018310547,234.8300018310547,228.72999572753906,233.27000427246094,30228700.0,232.73260498046875
105,2021-02-22,237.4199981689453,237.92999267578125,232.39999389648438,234.50999450683594,36446900.0,233.96974182128906
106,2021-02-19,243.75,243.86000061035156,240.17999267578125,240.97000122070312,25262600.0,240.41485595703125
107,2021-02-18,241.8000030517578,243.92999267578125,240.86000061035156,243.7899932861328,16925600.0,243.2283477783203
108,2021-02-17,241.32000732421875,244.30999755859375,240.94000244140625,244.1999969482422,21653500.0,243.63742065429688
109,2021-02-17,,,,,,
110,2021-02-16,245.02999877929688,246.1300048828125,242.9199981689453,243.6999969482422,26728500.0,242.57986450195312
111,2021-02-12,243.92999267578125,245.3000030517578,242.72999572753906,244.99000549316406,16561100.0,243.8639373779297
112,2021-02-11,244.77999877929688,245.14999389648438,242.14999389648438,244.49000549316406,15751100.0,243.36624145507812
113,2021-02-10,245.0,245.9199981689453,240.88999938964844,242.82000732421875,22186700.0,241.70391845703125
114,2021-02-09,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,23565000.0,242.6495361328125
115,2021-02-08,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,22211900.0,241.35552978515625
116,2021-02-05,242.22999572753906,243.27999877929688,240.4199981689453,242.1999969482422,18054800.0,241.08676147460938
117,2021-02-04,242.66000366210938,243.24000549316406,240.3699951171875,242.00999450683594,25296100.0,240.8976287841797
118,2021-02-03,239.57000732421875,245.08999633789062,239.25999450683594,243.0,27158100.0,241.88308715820312
119,2021-02-02,241.3000030517578,242.30999755859375,238.69000244140625,239.50999450683594,25916300.0,238.40911865234375
120,2021-02-01,235.05999755859375,242.5,232.42999267578125,239.64999389648438,33314200.0,238.54847717285156
121,2021-01-29,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,42503100.0,230.8938446044922
122,2021-01-28,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,49111200.0,237.831787109375
123,2021-01-27,238.0,240.44000244140625,230.13999938964844,232.89999389648438,69870600.0,231.8295135498047
